id_client,age,anciennete_mois,nb_seances_moy_mois,abonnement_premium,coaching,satisfaction,revenu_mensuel,churn
4371,20.0,59,0.5,1,1,5.9,86.99,0
4372,32.0,54,6.7,1,0,8.4,93.25,0
4373,27.0,44,6.8,0,0,8.9,54.39,0
4374,39.0,16,4.0,1,1,5.6,89.92,0
4375,47.0,6,3.6,1,0,1.4,56.9,1
4376,44.0,14,4.9,1,0,4.2,86.21,0
4377,18.0,58,3.2,0,0,4.7,36.98,0
4378,58.0,31,3.5,1,1,4.1,96.18,0
4379,40.0,41,5.6,1,0,7.3,87.57,0
4380,30.0,35,6.6,0,0,6.1,54.21,0
4381,39.0,10,5.6,1,0,3.0,85.89,0
4382,39.0,30,10.8,1,0,8.4,126.97,0
4383,31.0,44,7.5,0,1,10.0,83.98,0
4384,39.0,55,6.5,0,0,8.6,73.2,0
4385,31.0,71,6.4,0,1,10.0,84.66,0
4386,33.0,18,5.2,0,0,5.2,58.93,0
4387,31.0,39,6.0,0,0,5.3,59.13,0
4388,23.0,42,5.4,0,1,6.4,86.3,0
4389,39.0,54,7.1,1,0,8.2,88.94,0
4390,43.0,30,4.4,1,1,7.7,103.21,0
4391,43.0,20,4.3,0,0,3.0,61.02,1
4392,46.0,42,7.4,0,1,8.7,96.93,0
4393,41.0,5,4.1,0,1,4.8,76.04,0
4394,32.0,50,3.1,1,1,5.7,98.15,0
4395,46.0,41,3.5,0,1,5.8,67.81,0
4396,24.0,39,6.5,1,0,5.5,83.24,0
4397,28.0,57,10.3,0,0,10.0,85.02,0
4398,28.0,57,3.2,0,1,6.8,69.52,0
4399,48.0,37,6.3,0,0,6.9,64.8,0
4400,47.0,7,5.3,0,0,3.9,67.69,0
4401,42.0,5,7.3,1,0,6.0,91.62,0
4402,48.0,51,6.3,0,0,7.3,47.83,0
4403,29.0,8,7.4,0,0,6.8,46.55,0
4404,41.0,56,5.6,1,1,7.9,104.8,0
4405,36.0,11,3.3,0,0,3.8,56.93,1
4406,46.0,22,3.6,0,0,3.4,46.1,0
4407,36.0,11,5.4,1,0,5.0,100.91,0
4408,34.0,60,5.9,0,1,10.0,81.32,0
4409,43.0,15,4.2,1,0,4.9,100.21,1
4410,46.0,38,9.0,1,1,9.5,119.29,0
4411,31.0,1,6.9,0,0,4.3,80.24,0
4412,37.0,46,0.8,0,1,5.4,50.08,0
4413,27.0,43,4.8,0,1,6.5,84.5,0
4414,18.0,22,2.9,0,1,5.6,70.69,0
4415,40.0,3,8.8,1,1,6.6,122.65,0
4416,44.0,14,0.6,0,0,1.6,36.35,1
4417,40.0,2,5.8,0,1,5.3,93.48,0
4418,18.0,61,5.2,0,0,5.1,54.65,0
4419,34.0,32,6.6,0,0,5.5,64.41,0
4420,18.0,38,5.6,1,0,5.5,110.72,0
4421,51.0,46,9.1,1,0,10.0,106.31,0
4422,27.0,42,6.8,1,1,5.4,121.7,0
4423,50.0,6,1.3,1,0,0.9,59.35,1
4424,47.0,41,7.8,0,0,7.2,63.87,0
4425,28.0,25,5.4,0,0,4.1,64.92,0
4426,26.0,11,7.8,0,0,5.6,71.45,0
4427,41.0,41,4.4,1,0,5.0,75.02,0
4428,29.0,71,2.9,0,0,4.9,27.68,0
4429,39.0,57,2.5,1,1,6.5,69.78,0
4430,33.0,46,7.1,1,1,10.0,91.38,0
4431,20.0,48,6.6,1,0,7.0,91.55,0
4432,18.0,63,3.8,0,0,5.1,38.5,0
4433,40.0,39,0.5,0,0,2.2,20.0,1
4434,32.0,10,7.2,0,0,5.2,57.32,0
4435,32.0,70,0.9,0,1,6.7,35.6,0
4436,44.0,65,9.3,1,0,9.3,95.67,0
4437,49.0,59,2.1,1,0,4.9,58.98,0
4438,35.0,36,5.0,1,0,5.6,85.22,0
4439,34.0,27,5.5,0,0,5.3,58.93,0
4440,43.0,55,5.7,0,0,5.6,53.84,0
4441,24.0,70,5.6,1,0,6.8,89.84,0
4442,40.0,53,5.3,0,0,6.1,43.9,0
4443,43.0,60,4.1,1,0,4.7,70.89,0
4444,44.0,61,4.6,1,1,6.8,89.89,0
4445,18.0,36,3.7,0,0,3.9,47.9,0
4446,30.0,27,5.2,1,1,6.9,80.46,0
4447,29.0,41,1.5,1,1,6.0,105.29,0
4448,38.0,28,5.6,0,0,5.6,61.69,1
4449,42.0,16,4.8,0,0,4.3,57.88,0
4450,52.0,35,6.7,0,0,6.5,43.08,0
4451,33.0,36,4.4,0,0,4.5,54.17,0
4452,33.0,56,6.2,1,0,7.0,83.79,0
4453,49.0,19,6.1,0,0,5.8,71.7,0
4454,40.0,57,4.7,1,0,7.1,75.72,0
4455,50.0,33,5.7,0,0,3.2,54.99,0
4456,40.0,23,2.3,1,0,3.5,66.02,0
4457,26.0,63,7.7,1,0,8.2,107.26,0
4458,24.0,70,3.9,1,0,6.7,58.81,0
4459,22.0,22,4.6,0,1,6.2,55.8,0
4460,44.0,67,2.9,0,0,5.2,22.01,0
4461,49.0,59,3.5,0,1,7.4,78.13,0
4462,56.0,25,8.3,0,0,7.3,81.07,0
4463,46.0,17,5.3,0,0,4.5,44.3,0
4464,49.0,39,4.4,1,0,4.9,62.8,0
4465,32.0,39,4.4,0,0,4.0,61.56,0
4466,26.0,24,5.0,0,0,4.7,40.56,0
4467,46.0,38,6.4,0,0,4.4,59.36,0
4468,42.0,57,5.4,1,1,8.4,96.44,0
4469,39.0,44,5.4,0,0,6.8,89.68,0
4470,41.0,36,3.2,0,1,4.1,64.12,0
4471,41.0,70,4.4,1,0,6.3,89.8,0
4472,50.0,45,5.3,0,0,7.4,61.17,0
4473,50.0,26,4.9,1,0,6.9,74.96,0
4474,43.0,11,4.2,1,1,4.9,90.05,0
4475,46.0,52,4.0,0,0,5.5,50.71,0
4476,43.0,25,5.9,0,0,5.3,60.23,0
4477,33.0,31,5.9,1,0,5.8,79.55,0
4478,45.0,45,7.0,0,0,8.4,70.47,0
4479,24.0,67,5.4,0,0,7.1,57.33,0
4480,48.0,40,0.8,0,0,1.2,27.25,0
4481,26.0,46,9.7,0,0,9.4,74.98,0
4482,40.0,54,5.0,0,0,5.8,60.0,0
4483,29.0,41,4.2,1,1,5.4,85.32,0
4484,43.0,38,4.9,1,1,5.7,88.82,0
4485,37.0,36,4.2,0,0,4.6,38.25,0
4486,22.0,44,3.4,0,0,5.2,43.2,0
4487,42.0,57,6.2,0,0,7.8,58.65,0
4488,32.0,66,4.7,1,0,7.8,67.4,0
4489,46.0,30,4.8,0,0,4.1,54.1,0
4490,38.0,10,0.5,0,0,0.5,32.57,1
4491,41.0,61,4.5,1,1,8.4,107.02,0
4492,28.0,63,2.8,0,1,7.4,73.2,0
4493,32.0,36,4.0,0,0,4.0,29.77,0
4494,33.0,54,5.5,0,0,5.8,60.24,0
4495,46.0,65,3.8,1,0,6.4,54.16,0
4496,54.0,4,4.0,1,0,3.9,80.93,0
4497,29.0,55,5.2,1,1,7.6,106.45,0
4498,48.0,54,4.0,0,0,6.0,39.9,0
4499,18.0,64,2.9,0,0,5.2,47.81,0
4500,26.0,22,1.6,1,0,1.5,52.44,0
4501,28.0,25,5.7,1,1,7.5,102.03,0
4502,24.0,59,4.0,0,1,7.0,70.63,0
4503,22.0,57,1.7,0,0,2.5,35.7,0
4504,42.0,54,7.5,1,1,8.8,119.88,0
4505,35.0,44,5.7,0,1,5.4,70.54,0
4506,41.0,52,2.6,0,0,7.1,48.13,0
4507,44.0,16,3.6,0,0,4.6,35.65,0
4508,40.0,16,7.1,1,0,4.4,69.38,0
4509,44.0,55,4.6,1,0,5.4,61.1,0
4510,37.0,61,4.2,0,0,6.2,40.91,0
4511,26.0,40,6.5,1,1,9.7,114.05,0
4512,48.0,21,4.7,0,1,6.5,78.79,0
4513,32.0,66,7.5,0,0,8.7,65.09,0
4514,28.0,8,4.2,0,1,4.2,49.95,0
4515,36.0,71,3.9,0,1,8.2,87.52,0
4516,28.0,10,5.0,1,0,4.5,64.92,0
4517,33.0,57,6.9,0,0,7.7,68.22,0
4518,41.0,4,5.5,0,0,4.0,53.41,1
4519,41.0,43,5.2,1,0,5.3,85.06,0
4520,29.0,63,3.4,0,0,6.8,60.13,0
4521,33.0,43,3.1,0,0,2.6,47.33,0
4522,48.0,67,6.9,0,1,10.0,91.76,0
4523,42.0,51,7.1,1,0,7.6,121.46,0
4524,58.0,56,7.1,0,0,5.8,75.54,0
4525,49.0,43,6.6,0,1,7.9,66.62,0
4526,49.0,24,5.9,0,1,5.8,51.95,0
4527,24.0,34,5.9,1,1,6.3,109.64,0
4528,45.0,59,5.3,1,0,5.9,76.7,0
4529,37.0,2,6.1,0,0,5.6,68.6,0
4530,32.0,2,4.9,1,0,3.5,54.1,0
4531,39.0,10,6.1,1,0,5.5,97.25,0
4532,47.0,23,6.8,1,0,4.7,88.16,0
4533,43.0,15,2.5,1,0,1.9,88.32,0
4534,29.0,17,7.2,0,1,7.0,85.93,0
4535,45.0,14,4.9,1,0,4.3,84.77,0
4536,31.0,16,7.9,1,0,6.9,90.8,0
4537,40.0,32,7.5,0,0,7.1,63.15,0
4538,34.0,23,2.9,0,0,2.4,47.62,0
4539,35.0,34,5.0,0,0,5.9,51.92,0
4540,45.0,16,1.3,1,1,2.6,75.43,1
4541,27.0,34,4.2,1,0,4.9,79.84,0
4542,57.0,71,5.7,0,0,6.2,52.8,0
4543,19.0,33,6.7,1,0,6.1,92.49,0
4544,32.0,68,5.1,1,1,9.0,84.98,0
4545,41.0,43,5.9,1,1,7.9,104.52,0
4546,43.0,64,3.6,0,0,4.9,46.08,0
4547,36.0,71,5.0,0,0,7.6,32.37,0
4548,37.0,18,3.8,1,0,2.8,61.82,0
4549,42.0,68,5.6,0,1,7.0,52.2,0
4550,35.0,61,7.8,0,0,9.5,69.92,0
4551,51.0,20,4.9,0,1,4.9,66.46,0
4552,46.0,11,2.3,1,1,4.4,83.06,1
4553,46.0,46,5.4,0,0,5.8,70.27,0
4554,28.0,64,6.4,0,0,8.3,62.05,0
4555,37.0,28,3.2,0,0,2.8,48.74,0
4556,34.0,48,7.5,0,0,8.5,62.58,0
4557,27.0,35,3.8,1,1,5.4,86.69,0
4558,41.0,8,3.5,0,0,2.6,33.03,1
4559,32.0,22,1.4,0,0,0.0,44.41,0
4560,44.0,24,5.5,0,0,3.5,73.13,1
4561,27.0,66,8.6,0,0,10.0,84.87,0
4562,55.0,64,5.7,1,0,6.5,71.79,0
4563,29.0,65,3.5,1,0,3.8,85.22,0
4564,40.0,14,6.0,0,0,4.3,58.52,0
4565,45.0,25,6.6,0,0,6.4,77.72,0
4566,32.0,3,7.3,0,0,4.1,70.46,0
4567,46.0,5,2.5,0,1,4.6,65.79,1
4568,25.0,65,8.1,1,1,9.9,118.94,0
4569,52.0,54,5.4,0,0,6.1,40.2,0
4570,38.0,19,8.5,1,1,7.6,104.9,0
4571,32.0,54,5.3,1,0,4.5,75.29,0
4572,35.0,10,6.2,0,0,4.5,57.12,0
4573,46.0,16,3.1,1,0,2.9,71.68,1
4574,32.0,46,7.0,1,0,7.5,85.22,0
4575,30.0,29,2.8,0,0,2.7,39.17,0
4576,35.0,15,5.5,1,0,3.0,95.09,0
4577,26.0,48,4.1,1,0,7.0,89.21,0
4578,56.0,11,4.8,0,0,4.1,60.17,0
4579,32.0,34,7.2,1,1,8.1,103.61,0
4580,46.0,36,4.3,1,0,5.8,80.64,0
4581,40.0,30,7.2,0,0,5.5,78.86,0
4582,28.0,19,4.2,0,1,4.2,68.47,0
4583,37.0,68,5.3,1,0,7.7,94.73,0
4584,45.0,70,9.3,0,1,10.0,115.85,0
4585,36.0,33,5.2,0,1,5.4,85.98,0
4586,49.0,22,4.8,0,0,4.4,60.44,0
4587,48.0,36,5.3,0,0,5.8,59.87,0
4588,47.0,23,4.3,1,1,6.1,103.04,0
4589,33.0,63,3.0,0,0,4.9,49.17,0
4590,27.0,26,9.1,0,0,6.7,63.35,0
4591,31.0,60,4.2,1,1,5.3,109.24,0
4592,39.0,5,2.0,1,0,3.6,65.63,0
4593,43.0,54,4.7,1,0,7.5,102.82,0
4594,18.0,38,5.7,0,1,6.7,106.23,0
4595,37.0,62,4.6,1,0,6.3,75.41,0
4596,39.0,25,4.9,1,0,4.0,81.56,0
4597,35.0,12,4.7,0,0,3.5,49.06,0
4598,50.0,22,5.9,1,1,6.5,94.72,0
4599,42.0,9,6.6,0,0,3.8,62.62,1
4600,51.0,29,4.6,0,0,4.5,53.4,0
4601,35.0,44,10.2,1,0,9.4,92.86,0
4602,47.0,27,7.1,0,0,4.6,54.22,0
4603,54.0,55,5.0,1,0,5.5,50.21,0
4604,51.0,5,2.4,0,0,0.4,30.13,1
4605,27.0,52,5.2,1,1,6.6,109.59,0
4606,35.0,13,6.6,0,0,5.0,77.57,0
4607,34.0,42,6.6,0,0,6.5,43.5,0
4608,42.0,15,1.3,0,0,1.4,23.07,1
4609,44.0,18,5.2,0,1,8.1,88.42,0
4610,29.0,50,4.0,1,0,5.6,66.66,0
4611,38.0,2,8.0,1,0,6.0,90.36,0
4612,18.0,13,5.2,0,0,4.4,49.36,0
4613,52.0,68,0.5,0,0,2.3,41.67,1
4614,32.0,47,5.7,0,0,6.2,75.42,0
4615,38.0,50,1.1,1,0,3.2,61.24,0
4616,34.0,12,5.9,0,0,5.4,55.11,0
4617,49.0,13,10.2,0,0,6.6,78.66,0
4618,18.0,9,7.7,0,0,5.2,77.52,0
4619,37.0,59,5.5,0,0,5.7,62.84,0
4620,36.0,45,3.7,0,0,4.1,45.9,0
4621,33.0,70,7.5,0,0,8.4,67.3,0
4622,55.0,43,6.3,0,0,5.3,54.18,0
4623,29.0,23,4.5,0,0,5.1,45.65,0
4624,45.0,45,3.9,0,0,4.0,35.63,0
4625,41.0,23,3.2,0,0,4.0,57.39,0
4626,50.0,34,5.7,0,0,5.2,36.11,0
4627,31.0,16,4.2,0,0,3.2,53.62,0
4628,30.0,63,5.3,1,0,7.7,81.41,0
4629,48.0,51,6.9,1,0,7.9,88.34,0
4630,42.0,32,4.1,1,0,4.9,69.46,0
4631,22.0,38,6.3,0,0,4.5,58.51,0
4632,32.0,56,7.4,1,0,9.2,109.82,0
4633,41.0,69,5.8,0,0,8.9,59.68,0
4634,46.0,17,6.4,0,1,6.5,83.61,0
4635,31.0,39,5.8,0,0,5.0,60.96,0
4636,18.0,41,5.0,0,0,4.3,48.15,0
4637,43.0,48,6.7,0,0,6.7,57.69,0
4638,25.0,28,8.2,0,0,6.0,76.36,0
4639,18.0,50,6.7,0,0,6.9,55.14,0
4640,18.0,1,4.6,1,0,2.7,77.1,0
4641,46.0,50,4.7,1,0,4.4,89.94,0
4642,39.0,19,4.7,1,1,5.1,92.0,0
4643,35.0,59,6.9,0,0,7.8,63.38,0
4644,51.0,68,3.9,1,0,5.2,71.96,0
4645,44.0,67,3.0,1,0,5.0,74.78,0
4646,54.0,41,5.9,1,0,7.1,86.14,0
4647,24.0,10,5.0,0,1,4.7,68.38,0
4648,37.0,28,8.0,1,0,6.0,89.48,0
4649,21.0,34,0.5,0,0,2.1,26.1,0
4650,35.0,39,5.4,0,0,6.9,49.87,0
4651,35.0,56,4.2,0,0,6.1,33.42,0
4652,44.0,52,6.6,1,1,8.0,109.91,0
4653,38.0,3,4.4,0,0,2.5,45.51,0
4654,44.0,23,3.8,0,0,3.3,54.08,0
4655,45.0,17,6.9,1,0,5.3,90.2,0
4656,59.0,71,7.6,0,0,10.0,64.01,0
4657,34.0,26,4.8,1,0,4.8,74.43,0
4658,28.0,18,4.8,1,1,7.6,86.01,0
4659,40.0,46,7.5,0,0,8.4,69.0,0
4660,29.0,70,7.3,0,0,6.1,65.76,0
4661,52.0,31,7.1,0,0,6.0,59.08,0
4662,35.0,9,4.2,1,0,3.3,56.15,1
4663,32.0,35,3.7,1,0,4.5,71.36,0
4664,33.0,60,8.3,0,0,8.9,70.05,0
4665,45.0,63,6.2,0,0,5.8,72.12,0
4666,36.0,52,3.5,0,1,4.8,67.96,0
4667,31.0,48,4.8,1,0,5.7,90.85,0
4668,54.0,61,5.2,0,1,7.8,69.56,0
4669,29.0,24,4.8,0,0,5.8,51.29,0
4670,38.0,58,4.4,1,0,6.0,67.0,0
4671,44.0,64,7.5,0,0,9.2,64.65,0
4672,21.0,30,6.1,0,0,6.4,68.55,0
4673,42.0,29,9.5,1,0,8.0,111.09,0
4674,27.0,10,7.6,0,0,6.9,70.07,0
4675,46.0,39,5.3,0,0,5.2,42.91,0
4676,28.0,55,7.8,1,0,8.2,80.12,0
4677,44.0,28,5.7,0,1,7.0,76.04,0
4678,49.0,18,9.8,1,0,6.9,97.4,0
4679,46.0,41,4.4,1,0,3.9,83.48,0
4680,40.0,65,5.9,1,0,6.1,89.27,0
4681,35.0,46,3.8,1,0,3.9,77.44,0
4682,32.0,60,,1,1,7.3,90.47,0
4683,52.0,9,4.3,0,1,5.3,73.06,0
4684,31.0,45,7.5,0,0,6.2,70.7,0
4685,27.0,60,5.4,0,0,6.8,53.65,0
4686,44.0,28,0.5,1,0,1.5,55.1,0
4687,30.0,3,5.2,0,0,4.7,58.97,0
4688,28.0,51,3.1,0,0,4.2,34.31,0
4689,23.0,8,4.1,1,0,4.9,69.81,1
4690,33.0,70,7.3,0,0,9.4,59.92,0
4691,37.0,59,2.3,1,1,5.7,96.41,0
4692,40.0,61,2.5,0,0,4.3,37.4,0
4693,47.0,58,1.7,0,0,5.0,38.67,0
4694,43.0,70,4.2,0,0,6.1,57.58,0
4695,36.0,12,1.6,0,0,1.8,30.52,0
4696,36.0,9,1.8,0,1,2.7,67.7,0
4697,43.0,49,4.5,0,0,5.1,62.32,0
4698,50.0,17,5.6,0,0,3.6,36.9,0
4699,39.0,54,3.2,1,1,7.8,94.45,0
4700,33.0,44,5.7,0,0,5.8,68.96,0
4701,28.0,32,5.2,1,0,5.4,77.26,0
4702,23.0,35,6.1,1,0,6.5,90.8,0
4703,44.0,49,2.9,0,0,5.8,31.35,0
4704,43.0,54,9.0,0,0,8.4,58.99,0
4705,43.0,16,2.7,0,0,0.4,39.37,0
4706,36.0,12,3.7,1,0,3.3,63.99,0
4707,52.0,8,6.0,1,0,5.1,88.71,0
4708,33.0,21,5.2,0,0,4.2,59.42,1
4709,47.0,48,6.7,0,0,7.6,81.09,0
4710,37.0,8,4.4,1,0,3.5,84.88,0
4711,31.0,28,2.5,1,1,4.3,81.75,0
4712,43.0,10,1.9,0,0,3.2,40.2,1
4713,42.0,52,8.6,0,0,8.3,74.97,0
4714,41.0,15,4.4,0,1,7.0,77.25,0
4715,38.0,4,4.7,1,0,3.5,57.4,0
4716,37.0,62,8.6,1,1,9.8,113.48,0
4717,61.0,4,4.0,0,0,1.1,60.5,0
4718,49.0,41,5.0,0,0,6.8,59.19,0
4719,45.0,55,2.9,1,0,5.8,70.07,0
4720,39.0,28,2.4,1,1,5.4,81.69,0
4721,48.0,47,8.8,0,1,10.0,92.58,0
4722,43.0,9,8.8,0,0,8.4,74.45,0
4723,38.0,2,7.0,0,0,2.9,56.1,0
4724,34.0,67,7.0,0,0,6.5,67.55,0
4725,37.0,48,6.5,0,0,6.7,63.25,0
4726,18.0,69,3.5,0,0,6.9,43.43,0
4727,40.0,28,5.6,1,1,7.1,98.7,0
4728,33.0,14,4.0,1,0,3.8,62.5,0
4729,53.0,46,0.5,0,0,2.2,43.59,0
4730,38.0,13,7.2,1,0,4.9,96.15,0
4731,26.0,16,6.1,1,0,5.0,88.42,0
4732,37.0,40,2.4,0,0,3.4,47.21,0
4733,27.0,72,4.3,1,0,6.1,48.76,0
4734,42.0,30,7.1,0,0,7.1,82.48,0
4735,40.0,65,5.3,1,1,8.4,74.86,0
4736,47.0,58,1.6,0,0,4.5,46.91,0
4737,30.0,48,2.6,0,0,4.1,43.8,0
4738,38.0,49,8.7,0,0,9.2,62.92,0
4739,24.0,2,5.1,0,0,2.6,56.7,0
4740,45.0,14,7.1,0,0,4.3,70.45,0
4741,43.0,17,8.7,1,0,6.6,93.34,0
4742,42.0,31,4.1,1,1,6.7,107.42,0
4743,38.0,10,5.7,0,0,4.1,43.42,0
4744,42.0,70,1.1,0,0,6.3,24.7,0
4745,54.0,37,3.8,1,0,3.5,61.27,0
4746,35.0,64,6.2,0,1,8.8,66.44,0
4747,39.0,30,4.6,0,0,2.9,54.74,0
4748,27.0,34,5.9,1,1,8.8,120.56,0
4749,29.0,18,6.9,1,0,5.6,97.8,0
4750,38.0,63,6.1,1,0,5.1,82.54,0
4751,49.0,49,5.7,0,0,6.1,72.2,0
4752,35.0,56,5.4,0,0,4.0,67.21,0
4753,35.0,58,3.9,1,0,6.8,67.61,0
4754,33.0,27,3.2,1,0,2.6,67.82,0
4755,32.0,55,7.7,1,0,,96.45,0
4756,40.0,19,6.6,0,1,6.3,75.11,0
4757,23.0,23,3.4,1,0,3.3,62.2,0
4758,50.0,47,5.1,0,0,6.7,63.02,0
4759,31.0,66,2.2,0,0,4.4,50.78,0
4760,45.0,51,4.0,0,0,5.9,40.02,0
4761,25.0,28,6.1,1,1,4.3,109.0,0
4762,44.0,57,5.5,0,1,6.9,81.08,0
4763,44.0,58,5.2,0,0,6.6,45.12,0
4764,41.0,15,3.2,1,1,3.8,94.4,0
4765,28.0,16,2.8,0,0,4.0,49.31,0
4766,40.0,47,6.9,0,0,8.0,70.15,0
4767,26.0,63,8.4,1,0,10.0,93.99,0
4768,35.0,12,6.1,1,0,5.0,88.38,1
4769,48.0,43,4.7,0,1,6.2,74.98,0
4770,45.0,29,7.5,1,0,7.3,92.93,0
4771,38.0,49,3.3,0,0,3.7,55.26,0
4772,28.0,3,7.1,1,1,6.3,100.76,0
4773,44.0,69,3.8,1,0,6.5,65.36,0
4774,38.0,60,3.9,0,0,5.0,38.68,0
4775,18.0,66,4.3,1,0,8.7,86.36,0
4776,45.0,26,4.8,0,1,6.9,73.63,0
4777,37.0,71,6.8,0,1,8.9,77.73,0
4778,50.0,69,2.4,1,0,6.1,79.41,0
4779,27.0,47,3.8,0,1,8.1,66.39,0
4780,18.0,42,5.4,0,1,5.9,55.11,0
4781,40.0,31,6.1,0,0,7.1,53.89,0
4782,40.0,22,1.6,0,0,1.0,38.68,1
4783,21.0,17,3.4,1,0,3.2,75.57,0
4784,28.0,20,1.5,1,0,2.2,55.51,1
4785,65.0,8,3.6,0,1,3.8,63.51,0
4786,34.0,49,4.1,0,1,6.2,65.45,0
4787,45.0,38,6.0,0,0,5.2,66.09,0
4788,31.0,53,0.5,0,1,4.0,65.59,0
4789,18.0,28,6.3,0,0,4.8,53.9,0
4790,36.0,29,4.0,0,0,5.3,63.69,0
4791,35.0,72,4.3,0,0,5.2,53.08,0
4792,34.0,11,6.9,1,1,8.7,107.82,0
4793,36.0,47,7.7,1,1,9.1,110.17,0
4794,40.0,45,3.7,1,0,2.7,63.4,0
4795,36.0,18,3.7,1,1,5.7,84.48,0
4796,25.0,50,4.3,0,0,5.1,41.06,0
4797,42.0,49,3.7,1,0,3.8,61.94,0
4798,18.0,22,2.1,1,0,2.2,69.11,0
4799,18.0,45,4.9,1,1,6.4,120.19,0
4800,45.0,61,3.7,0,0,6.9,40.4,0
4801,43.0,21,5.2,1,0,3.9,77.71,0
4802,37.0,71,8.4,1,0,8.1,106.46,0
4803,24.0,61,4.8,0,1,7.2,63.4,0
4804,30.0,36,3.5,1,1,4.7,77.97,0
4805,35.0,24,4.5,0,0,5.4,32.44,0
4806,22.0,32,5.3,0,1,7.0,76.37,0
4807,30.0,59,4.7,0,0,4.8,46.52,0
4808,44.0,5,3.9,0,0,1.9,35.71,0
4809,52.0,16,1.7,1,1,3.0,76.2,1
4810,33.0,11,6.3,0,0,3.1,69.47,0
4811,45.0,35,3.2,0,0,2.9,41.24,0
4812,18.0,42,7.9,1,0,8.0,102.36,0
4813,44.0,10,4.3,0,0,5.3,55.04,0
4814,29.0,8,4.0,1,0,1.3,75.65,0
4815,41.0,26,4.1,1,0,6.9,74.42,0
4816,35.0,3,5.3,0,0,4.2,62.47,0
4817,51.0,59,3.3,1,0,4.1,73.48,0
4818,29.0,3,3.6,0,0,4.2,49.4,0
4819,44.0,38,6.2,1,0,6.7,66.03,0
4820,35.0,2,3.0,1,1,4.5,85.91,0
4821,36.0,17,6.1,1,0,5.9,69.19,0
4822,36.0,36,6.7,0,0,7.5,51.66,0
4823,29.0,2,6.3,0,1,4.8,90.94,0
4824,37.0,34,5.5,1,0,6.3,79.95,0
4825,37.0,27,1.4,1,0,2.4,77.66,0
4826,40.0,37,2.6,0,0,4.2,49.3,0
4827,38.0,71,2.3,0,0,4.5,33.74,0
4828,45.0,22,4.2,0,0,3.4,46.26,0
4829,47.0,68,5.1,1,0,6.4,85.91,0
4830,27.0,14,2.6,0,0,3.3,47.68,0
4831,46.0,23,4.7,1,0,4.3,87.05,0
4832,26.0,44,6.4,1,0,6.1,64.15,0
4833,43.0,65,3.0,0,1,6.5,48.44,0
4834,44.0,61,3.4,0,0,6.7,39.91,0
4835,18.0,55,7.4,1,0,8.4,97.62,0
4836,38.0,71,3.1,0,0,6.2,52.81,0
4837,33.0,50,5.7,0,0,6.7,29.19,0
4838,30.0,12,7.5,0,1,8.4,77.74,0
4839,51.0,15,2.6,0,0,1.5,47.93,0
4840,31.0,17,2.8,0,0,3.7,32.87,0
4841,29.0,34,4.5,1,0,5.0,79.68,0
4842,38.0,35,5.1,1,1,5.9,104.54,0
4843,44.0,39,3.7,1,0,4.5,67.91,0
4844,36.0,55,8.9,0,0,8.7,74.79,0
4845,49.0,59,6.1,0,0,7.5,58.4,0
4846,43.0,5,3.4,0,0,3.5,51.41,0
4847,18.0,30,2.3,0,0,2.0,38.48,0
4848,32.0,4,4.9,0,0,5.3,35.56,0
4849,32.0,15,5.9,0,0,3.2,64.49,1
4850,42.0,35,8.7,0,0,7.1,72.62,0
4851,18.0,55,5.2,0,0,8.3,60.79,0
4852,63.0,66,4.5,0,0,5.0,43.65,0
4853,43.0,60,3.0,0,0,4.5,42.1,0
4854,39.0,24,5.7,0,1,5.9,73.18,0
4855,49.0,22,7.0,1,0,3.6,98.77,0
4856,61.0,44,1.4,0,0,3.1,43.41,0
4857,46.0,32,5.1,0,0,5.6,70.38,0
4858,47.0,51,3.0,0,0,5.1,43.23,0
4859,39.0,3,2.3,0,0,1.2,28.49,1
4860,36.0,70,8.4,1,0,7.4,86.09,0
4861,33.0,32,6.8,0,1,7.1,92.6,0
4862,29.0,2,3.8,1,1,3.3,106.77,1
4863,31.0,59,4.7,0,0,6.5,39.75,0
4864,24.0,14,4.4,1,0,3.2,71.41,0
4865,37.0,51,2.7,1,0,4.9,57.21,0
4866,21.0,11,3.9,1,0,1.3,94.17,1
4867,39.0,10,6.6,0,1,7.2,86.31,0
4868,37.0,58,3.9,1,0,6.1,65.18,0
4869,39.0,34,5.9,0,0,4.7,49.93,0
4870,32.0,53,3.9,0,0,4.6,63.55,0
4871,68.0,28,2.6,1,0,2.9,74.2,0
4872,51.0,18,7.4,1,0,7.1,91.89,0
4873,25.0,26,0.7,0,0,1.5,29.02,0
4874,40.0,7,8.6,1,0,6.7,93.43,0
4875,31.0,45,7.0,0,0,7.1,50.72,0
4876,27.0,45,5.4,0,1,8.4,69.37,0
4877,24.0,71,4.1,1,0,6.6,70.59,0
4878,42.0,35,4.3,0,1,5.0,69.58,0
4879,31.0,52,5.4,0,0,6.1,55.83,0
4880,47.0,21,5.4,0,0,5.8,66.05,0
4881,47.0,28,3.1,1,0,3.9,62.73,0
4882,51.0,44,5.1,0,0,4.5,69.33,0
4883,29.0,56,5.5,0,0,8.4,56.01,0
4884,42.0,10,4.4,0,1,4.4,75.22,1
4885,44.0,23,9.5,1,1,10.0,132.51,0
4886,33.0,48,4.7,1,0,7.1,83.74,0
